SYSTOLIC_PRESSURE,DIASTOLIC_PRESSURE,HEART_RATE,PULSE_RATE,BLOOD_VISCOSITY,EMOTION
121,79,62,62,0.333954958,HAPPY
138,85,85,85,0.390411,STRESSED
159,99,86,86,0.362851,ANGRY
180,97,115,115,0.368375,ANGRY
139,84,87,87,0.39391483,STRESSED
165,91,115,115,0.359214,ANGRY
120,79,66,66,0.33812545,HAPPY
123,78,67,67,0.312663,DEPRESSED
127,82,62,62,0.340517,DEPRESSED
124,82,65,65,0.342597,DEPRESSED
124,80,62,62,0.393761,SAD
130,80,64,64,0.378288,SAD
134,84,80,80,0.404017665,STRESSED
121,78,66,66,0.336388621,HAPPY
135,88,86,86,0.39124,STRESSED
122,80,66,66,0.337607,DEPRESSED
174,85,113,113,0.353136,ANGRY
120,81,64,64,0.378733,SAD
130,78,62,62,0.391861,SAD
120,79,65,65,0.32239,HAPPY
136,88,80,80,0.39160789,STRESSED
115,78,64,64,0.3351,HAPPY
179,97,99,99,0.382022,ANGRY
120,81,64,64,0.329508,HAPPY
122,77,70,70,0.388486,SAD
165,88,101,101,0.396435,ANGRY
130,83,80,80,0.395354,STRESSED
121,77,72,72,0.388074,SAD
139,88,80,80,0.395743016,STRESSED
128,77,66,66,0.33686,DEPRESSED
124,79,60,60,0.340023,DEPRESSED
130,80,60,60,0.375501,SAD
119,78,65,65,0.326793,HAPPY
131,88,87,87,0.405483765,STRESSED
161,90,94,94,0.351066,ANGRY
120,78,63,63,0.30942,DEPRESSED
134,84,87,87,0.401553,STRESSED
117,80,67,67,0.331948811,HAPPY
136,83,85,85,0.404209049,STRESSED
123,81,61,61,0.302502,DEPRESSED
125,80,61,61,0.304433,DEPRESSED
139,83,80,80,0.404179,STRESSED
130,81,82,82,0.394544,STRESSED
129,81,69,69,0.376725,SAD
120,79,70,70,0.337882196,HAPPY
137,80,83,83,0.401045328,STRESSED
131,81,86,86,0.410135458,STRESSED
117,80,66,66,0.333954,HAPPY
126,77,61,61,0.373825,SAD
126,81,64,64,0.370451,SAD
148,89,105,105,0.368698,ANGRY
128,82,68,68,0.321211,DEPRESSED
144,86,110,110,0.364071,ANGRY
140,85,113,113,0.370439,ANGRY
123,80,66,66,0.348959,DEPRESSED
119,81,73,73,0.322255,HAPPY
120,80,72,72,0.380838,SAD
130,89,85,85,0.40342095,STRESSED
116,81,61,61,0.320164,HAPPY
117,80,72,72,0.331276107,HAPPY
129,81,64,64,0.378111,SAD
139,89,84,84,0.408555,STRESSED
129,78,64,64,0.307277,DEPRESSED
130,80,79,79,0.395144,STRESSED
134,80,87,87,0.407126,STRESSED
136,80,80,80,0.409078665,STRESSED
131,82,82,82,0.397291,STRESSED
121,81,68,68,0.32925,HAPPY
121,79,70,70,0.322914,HAPPY
124,78,67,67,0.322871,DEPRESSED
126,78,64,64,0.302735,DEPRESSED
133,89,85,85,0.411515508,STRESSED
139,81,85,85,0.405159134,STRESSED
171,95,108,108,0.39918,ANGRY
133,81,78,78,0.391425,STRESSED
158,85,108,108,0.397032,ANGRY
127,82,60,60,0.318354,DEPRESSED
136,87,82,82,0.415861,STRESSED
132,81,84,84,0.419028,STRESSED
139,89,78,78,0.417084425,STRESSED
117,78,69,69,0.333416462,HAPPY
123,79,71,71,0.383402,SAD
127,78,72,72,0.376992,SAD
116,81,73,73,0.334882,HAPPY
125,82,64,64,0.318484,DEPRESSED
122,80,61,61,0.342754,DEPRESSED
122,82,68,68,0.343288,DEPRESSED
130,88,84,84,0.414014946,STRESSED
133,84,85,85,0.40335262,STRESSED
173,100,83,83,0.395524,ANGRY
117,80,70,70,0.336911,HAPPY
115,78,61,61,0.336737681,HAPPY
125,80,71,71,0.392454,SAD
122,81,67,67,0.312421,DEPRESSED
123,80,67,67,0.320687,DEPRESSED
121,81,74,74,0.320078,HAPPY
130,77,62,62,0.377503,SAD
139,86,78,78,0.407212835,STRESSED
120,78,60,60,0.338954887,HAPPY
120,80,61,61,0.330058,DEPRESSED
154,96,104,104,0.355679,ANGRY
163,100,88,88,0.359006,ANGRY
120,78,62,62,0.333812,HAPPY
126,78,64,64,0.340523,DEPRESSED
122,81,60,60,0.33235,DEPRESSED
120,81,68,68,0.32742971,HAPPY
124,79,66,66,0.342125,DEPRESSED
126,77,71,71,0.394254,SAD
129,81,63,63,0.313051,DEPRESSED
137,88,87,87,0.395784753,STRESSED
123,77,65,65,0.304173,DEPRESSED
120,77,60,60,0.378837,SAD
134,89,80,80,0.392593985,STRESSED
123,81,66,66,0.399642,SAD
121,80,74,74,0.3224458,HAPPY
130,82,85,85,0.408818684,STRESSED
138,89,83,83,0.405537186,STRESSED
163,98,85,85,0.374684,ANGRY
142,87,96,96,0.388792,ANGRY
180,98,96,96,0.381368,ANGRY
121,79,62,62,0.306986,DEPRESSED
125,79,70,70,0.396691,SAD
118,79,58,58,0.325120432,HAPPY
131,87,81,81,0.403761199,STRESSED
115,81,70,70,0.335941677,HAPPY
117,80,65,65,0.328744,HAPPY
180,91,91,91,0.357204,ANGRY
129,79,65,65,0.334531,DEPRESSED
116,81,67,67,0.329958,HAPPY
128,77,60,60,0.320405,DEPRESSED
142,91,115,115,0.359909,ANGRY
130,87,83,83,0.401548634,STRESSED
132,87,81,81,0.390622,STRESSED
118,81,70,70,0.334491,HAPPY
139,85,80,80,0.403494,STRESSED
143,90,102,102,0.374505,ANGRY
120,77,65,65,0.334117,DEPRESSED
130,81,71,71,0.379581,SAD
121,78,60,60,0.342378,DEPRESSED
163,91,91,91,0.356284,ANGRY
124,81,62,62,0.372235,SAD
127,78,63,63,0.338689,DEPRESSED
180,98,90,90,0.364617,ANGRY
160,92,95,95,0.394084,ANGRY
118,80,63,63,0.330502526,HAPPY
121,79,71,71,0.322619587,HAPPY
122,78,61,61,0.332186,DEPRESSED
119,80,73,73,0.324594,HAPPY
121,80,57,57,0.335871,HAPPY
125,81,67,67,0.300849,DEPRESSED
119,81,73,73,0.327569,HAPPY
115,80,65,65,0.332394,HAPPY
139,86,79,79,0.407863,STRESSED
131,82,78,78,0.395924,STRESSED
121,78,65,65,0.335636616,HAPPY
128,82,68,68,0.320098,DEPRESSED
155,98,87,87,0.361378,ANGRY
132,88,87,87,0.406897217,STRESSED
125,77,64,64,0.31957,DEPRESSED
139,82,81,81,0.391287,STRESSED
126,78,64,64,0.345417,DEPRESSED
117,80,65,65,0.323852,HAPPY
120,79,59,59,0.32793,HAPPY
115,81,74,74,0.338608,HAPPY
126,82,66,66,0.34048,DEPRESSED
123,80,68,68,0.386026,SAD
152,90,107,107,0.38231,ANGRY
127,81,67,67,0.325802,DEPRESSED
135,87,79,79,0.413635,STRESSED
116,78,66,66,0.32057,HAPPY
166,97,83,83,0.393741,ANGRY
123,80,61,61,0.303862,DEPRESSED
130,82,84,84,0.41223178,STRESSED
170,88,83,83,0.384561,ANGRY
126,78,72,72,0.379807,SAD
133,81,84,84,0.394564492,STRESSED
117,80,68,68,0.339311,HAPPY
120,80,66,66,0.343532,DEPRESSED
127,78,72,72,0.390852,SAD
130,86,78,78,0.406033115,STRESSED
131,84,85,85,0.414436524,STRESSED
129,82,61,61,0.348768,DEPRESSED
116,81,70,70,0.336759523,HAPPY
122,78,61,61,0.395946,SAD
128,77,61,61,0.341722,DEPRESSED
131,85,81,81,0.416954428,STRESSED
130,88,83,83,0.415246,STRESSED
125,79,61,61,0.326244,DEPRESSED
133,84,80,80,0.401866308,STRESSED
127,79,61,61,0.324344,DEPRESSED
118,80,65,65,0.331393,HAPPY
176,91,91,91,0.368025,ANGRY
115,78,70,70,0.339148,HAPPY
169,94,109,109,0.385316,ANGRY
126,82,62,62,0.300527,DEPRESSED
139,83,79,79,0.402862947,STRESSED
121,80,60,60,0.396575,SAD
121,80,71,71,0.338906,HAPPY
123,79,60,60,0.33447,DEPRESSED
126,79,60,60,0.393138,SAD
162,87,104,104,0.384543,ANGRY
133,87,87,87,0.396857778,STRESSED
121,81,73,73,0.325263374,HAPPY
120,82,65,65,0.347104,DEPRESSED
133,88,81,81,0.393788883,STRESSED
121,79,66,66,0.386012,SAD
128,79,62,62,0.311933,DEPRESSED
119,81,66,66,0.320479671,HAPPY
124,82,61,61,0.324336,DEPRESSED
120,78,68,68,0.388967,SAD
154,86,112,112,0.37536,ANGRY
121,77,67,67,0.324707,DEPRESSED
127,78,67,67,0.379442,SAD
126,77,60,60,0.384115,SAD
142,88,115,115,0.381577,ANGRY
119,78,60,60,0.329151,HAPPY
120,77,61,61,0.322761,DEPRESSED
130,78,69,69,0.384431,SAD
123,81,71,71,0.379153,SAD
124,78,64,64,0.303854,DEPRESSED
115,81,66,66,0.334826,HAPPY
120,82,64,64,0.304513,DEPRESSED
121,81,57,57,0.32582,HAPPY
125,81,62,62,0.347837,DEPRESSED
116,81,70,70,0.325173,HAPPY
126,79,62,62,0.344362,DEPRESSED
145,100,108,108,0.379661,ANGRY
177,87,109,109,0.358134,ANGRY
121,80,60,60,0.393515,SAD
125,77,63,63,0.318039,DEPRESSED
119,78,71,71,0.327722,HAPPY
133,81,82,82,0.403886313,STRESSED
140,88,84,84,0.409813404,STRESSED
138,86,85,85,0.394254,STRESSED
123,80,61,61,0.3863,SAD
154,89,95,95,0.359698,ANGRY
149,98,102,102,0.355444,ANGRY
117,79,72,72,0.338732879,HAPPY
140,95,102,102,0.383946,ANGRY
136,85,79,79,0.417468,STRESSED
121,79,61,61,0.330127,HAPPY
126,81,68,68,0.308063,DEPRESSED
138,87,78,78,0.408368561,STRESSED
127,78,63,63,0.374861,SAD
122,77,60,60,0.397505,SAD
131,88,87,87,0.407358266,STRESSED
172,94,85,85,0.358482,ANGRY
144,86,111,111,0.362408,ANGRY
122,77,64,64,0.321912,DEPRESSED
163,86,115,115,0.372194,ANGRY
130,81,61,61,0.399428,SAD
121,79,57,57,0.326844,HAPPY
130,82,83,83,0.414857113,STRESSED
138,86,87,87,0.415339249,STRESSED
119,81,72,72,0.320334,HAPPY
121,81,71,71,0.321363641,HAPPY
124,79,66,66,0.316794,DEPRESSED
120,80,68,68,0.336397,HAPPY
149,91,109,109,0.357243,ANGRY
120,80,61,61,0.338922,DEPRESSED
118,79,69,69,0.332394186,HAPPY
116,78,74,74,0.336199,HAPPY
125,80,63,63,0.37125,SAD
135,83,82,82,0.394648817,STRESSED
121,78,58,58,0.324615,HAPPY
121,81,62,62,0.385142,SAD
125,78,63,63,0.336265,DEPRESSED
116,81,67,67,0.32877651,HAPPY
129,77,66,66,0.330446,DEPRESSED
130,84,85,85,0.391233841,STRESSED
170,88,97,97,0.368312,ANGRY
176,90,93,93,0.357387,ANGRY
130,77,71,71,0.383615,SAD
154,95,101,101,0.373382,ANGRY
134,87,85,85,0.410207,STRESSED
127,79,63,63,0.309258,DEPRESSED
139,84,79,79,0.40938,STRESSED
140,81,84,84,0.40326216,STRESSED
150,89,97,97,0.36757,ANGRY
128,78,68,68,0.347292,DEPRESSED
141,88,84,84,0.368177,ANGRY
116,78,67,67,0.337322,HAPPY
127,80,70,70,0.377206,SAD
180,88,84,84,0.363433,ANGRY
126,79,61,61,0.31407,DEPRESSED
127,77,63,63,0.301791,DEPRESSED
117,81,63,63,0.324279,HAPPY
141,90,83,83,0.369832,ANGRY
125,80,61,61,0.312782,DEPRESSED
126,79,62,62,0.336371,DEPRESSED
115,79,63,63,0.334159,HAPPY
130,81,60,60,0.398934,SAD
120,81,72,72,0.328120582,HAPPY
125,82,64,64,0.334831,DEPRESSED
119,79,71,71,0.326666,HAPPY
134,87,85,85,0.403736,STRESSED
118,80,57,57,0.338614842,HAPPY
135,85,86,86,0.414228,STRESSED
175,94,92,92,0.399632,ANGRY
132,86,84,84,0.393158,STRESSED
118,80,67,67,0.337739,HAPPY
130,77,60,60,0.382381,SAD
125,80,64,64,0.388156,SAD
164,97,100,100,0.367836,ANGRY
118,80,70,70,0.325780306,HAPPY
121,80,65,65,0.334838406,HAPPY
119,79,65,65,0.333278,HAPPY
125,81,64,64,0.33455,DEPRESSED
180,91,85,85,0.364712,ANGRY
118,78,72,72,0.321449,HAPPY
127,81,60,60,0.379866,SAD
120,78,68,68,0.321997,HAPPY
115,81,73,73,0.337623,HAPPY
127,79,64,64,0.388178,SAD
121,79,60,60,0.335359,HAPPY
170,96,111,111,0.368819,ANGRY
172,99,107,107,0.3517,ANGRY
156,98,96,96,0.397804,ANGRY
166,93,96,96,0.388798,ANGRY
135,88,79,79,0.394079,STRESSED
120,78,64,64,0.396661,SAD
132,83,83,83,0.403316,STRESSED
124,78,67,67,0.345326,DEPRESSED
123,79,65,65,0.372244,SAD
116,81,68,68,0.32336,HAPPY
139,85,79,79,0.394124206,STRESSED
115,78,72,72,0.323245393,HAPPY
115,78,63,63,0.333132,HAPPY
135,80,78,78,0.393714853,STRESSED
135,86,80,80,0.398344848,STRESSED
117,79,72,72,0.339428,HAPPY
174,93,106,106,0.351828,ANGRY
130,85,78,78,0.400132382,STRESSED
128,82,61,61,0.342582,DEPRESSED
127,82,60,60,0.30296,DEPRESSED
136,80,85,85,0.417077237,STRESSED
118,79,64,64,0.323227,HAPPY
119,81,57,57,0.328626,HAPPY
130,84,85,85,0.413532961,STRESSED
124,78,63,63,0.342729,DEPRESSED
121,79,70,70,0.328545,HAPPY
121,81,70,70,0.331224,HAPPY
132,87,80,80,0.401138,STRESSED
120,81,60,60,0.38479,SAD
155,99,96,96,0.398737,ANGRY
156,89,102,102,0.350494,ANGRY
131,81,83,83,0.418374,STRESSED
139,81,80,80,0.41087,STRESSED
163,99,110,110,0.386873,ANGRY
151,99,94,94,0.387477,ANGRY
117,79,71,71,0.335781,HAPPY
135,86,87,87,0.405891085,STRESSED
119,81,70,70,0.320669,HAPPY
122,82,64,64,0.302358,DEPRESSED
125,79,66,66,0.377088,SAD
120,79,71,71,0.337607,HAPPY
142,86,97,97,0.360086,ANGRY
130,85,83,83,0.390130862,STRESSED
132,86,86,86,0.417547355,STRESSED
120,79,71,71,0.331516,HAPPY
117,78,74,74,0.333991,HAPPY
115,78,69,69,0.326355,HAPPY
131,88,80,80,0.398342,STRESSED
116,80,67,67,0.339315,HAPPY
121,78,68,68,0.335993268,HAPPY
119,80,67,67,0.327811,HAPPY
134,81,82,82,0.413696,STRESSED
132,85,81,81,0.41536929,STRESSED
170,95,105,105,0.390377,ANGRY
133,86,82,82,0.393299,STRESSED
117,79,64,64,0.33224,HAPPY
140,83,84,84,0.411795,STRESSED
139,83,80,80,0.409907,STRESSED
116,79,59,59,0.332013,HAPPY
117,81,60,60,0.331743,HAPPY
123,80,68,68,0.398287,SAD
125,78,63,63,0.330714,DEPRESSED
122,77,61,61,0.303425,DEPRESSED
125,79,66,66,0.336213,DEPRESSED
138,83,80,80,0.393813,STRESSED
130,82,78,78,0.414514,STRESSED
134,80,83,83,0.419474,STRESSED
115,80,71,71,0.338228885,HAPPY
118,81,74,74,0.332137,HAPPY
136,87,79,79,0.418685,STRESSED
129,81,66,66,0.395581,SAD
144,86,109,109,0.374837,ANGRY
152,93,101,101,0.350773,ANGRY
153,94,113,113,0.351558,ANGRY
173,88,95,95,0.368616,ANGRY
130,88,80,80,0.390428683,STRESSED
118,78,70,70,0.320168,HAPPY
134,85,80,80,0.398658,STRESSED
122,78,69,69,0.383074,SAD
134,82,79,79,0.391088596,STRESSED
151,93,108,108,0.39926,ANGRY
135,88,81,81,0.417692503,STRESSED
122,78,60,60,0.326483,DEPRESSED
146,93,110,110,0.390005,ANGRY
117,80,74,74,0.327935,HAPPY
121,77,65,65,0.319651,DEPRESSED
120,78,66,66,0.336349,DEPRESSED
118,81,66,66,0.321794381,HAPPY
123,78,68,68,0.336437,DEPRESSED
117,79,68,68,0.334175,HAPPY
138,81,85,85,0.410909866,STRESSED
159,92,115,115,0.367064,ANGRY
115,81,67,67,0.321656,HAPPY
118,80,63,63,0.326005,HAPPY
134,89,87,87,0.395109463,STRESSED
138,81,86,86,0.394998,STRESSED
120,78,66,66,0.343204,DEPRESSED
131,88,86,86,0.39741,STRESSED
121,81,59,59,0.338843454,HAPPY
128,78,72,72,0.399041,SAD
126,81,63,63,0.378,SAD
138,84,85,85,0.414021216,STRESSED
146,97,98,98,0.396059,ANGRY
129,81,65,65,0.329575,DEPRESSED
126,80,61,61,0.325842,DEPRESSED
136,86,81,81,0.4017324,STRESSED
125,81,61,61,0.304322,DEPRESSED
135,89,86,86,0.416736,STRESSED
144,89,97,97,0.386049,ANGRY
140,82,79,79,0.412257,STRESSED
121,79,68,68,0.348923,DEPRESSED
132,83,83,83,0.390213,STRESSED
134,84,86,86,0.404756901,STRESSED
116,78,66,66,0.334986,HAPPY
119,80,72,72,0.322408,HAPPY
125,81,66,66,0.315351,DEPRESSED
119,80,67,67,0.330293,HAPPY
119,78,71,71,0.326228,HAPPY
130,82,87,87,0.406596795,STRESSED
116,80,60,60,0.338718,HAPPY
121,77,60,60,0.324692,DEPRESSED
115,78,71,71,0.328845198,HAPPY
119,80,58,58,0.336578942,HAPPY
121,81,70,70,0.332887,HAPPY
134,84,81,81,0.398025167,STRESSED
180,100,110,110,0.38488,ANGRY
164,85,97,97,0.388177,ANGRY
139,82,87,87,0.409035,STRESSED
115,80,62,62,0.327913985,HAPPY
121,77,68,68,0.303409,DEPRESSED
133,82,80,80,0.401967484,STRESSED
115,81,62,62,0.322884324,HAPPY
117,80,57,57,0.329525546,HAPPY
131,84,86,86,0.396891369,STRESSED
123,80,68,68,0.323784,DEPRESSED
121,82,60,60,0.329982,DEPRESSED
154,97,110,110,0.383945,ANGRY
124,80,61,61,0.305939,DEPRESSED
121,79,69,69,0.327684256,HAPPY
136,81,78,78,0.392798,STRESSED
135,84,84,84,0.418459,STRESSED
126,78,63,63,0.389301,SAD
116,78,59,59,0.336168376,HAPPY
129,82,68,68,0.334247,DEPRESSED
121,80,70,70,0.379732,SAD
122,81,62,62,0.374795,SAD
140,84,87,87,0.413765,STRESSED
123,81,71,71,0.378541,SAD
120,81,69,69,0.327826,HAPPY
126,80,69,69,0.388273,SAD
130,79,68,68,0.390792,SAD
138,86,80,80,0.404398,STRESSED
118,79,72,72,0.324671,HAPPY
127,78,64,64,0.399265,SAD
132,85,80,80,0.419534,STRESSED
121,78,60,60,0.316819,DEPRESSED
116,81,65,65,0.331727,HAPPY
135,84,79,79,0.416226671,STRESSED
124,80,69,69,0.371933,SAD
120,78,74,74,0.324293949,HAPPY
129,77,66,66,0.321516,DEPRESSED
139,87,87,87,0.404683805,STRESSED
115,79,63,63,0.325697,HAPPY
138,80,78,78,0.404694,STRESSED
135,85,79,79,0.40984091,STRESSED
167,99,99,99,0.351116,ANGRY
131,82,81,81,0.40709,STRESSED
120,80,65,65,0.312007,DEPRESSED
120,78,58,58,0.321154,HAPPY
151,86,82,82,0.381111,ANGRY
122,80,63,63,0.315588,DEPRESSED
170,92,92,92,0.386795,ANGRY
152,94,114,114,0.393951,ANGRY
157,85,100,100,0.379337,ANGRY
121,79,68,68,0.310192,DEPRESSED
115,81,70,70,0.324655,HAPPY
116,79,71,71,0.337225,HAPPY
146,98,106,106,0.35021,ANGRY
119,81,58,58,0.337806,HAPPY
133,85,84,84,0.415963883,STRESSED
142,85,97,97,0.356671,ANGRY
140,89,80,80,0.418102,STRESSED
124,81,63,63,0.349469,DEPRESSED
137,88,81,81,0.408783,STRESSED
153,91,97,97,0.382757,ANGRY
138,80,81,81,0.412279805,STRESSED
125,82,60,60,0.304733,DEPRESSED
124,77,62,62,0.376655,SAD
158,100,113,113,0.394827,ANGRY
139,83,84,84,0.390732938,STRESSED
129,77,66,66,0.314515,DEPRESSED
122,82,61,61,0.349437,DEPRESSED
159,96,97,97,0.388681,ANGRY
115,79,68,68,0.338991,HAPPY
119,81,58,58,0.335122,HAPPY
122,79,65,65,0.303168,DEPRESSED
130,86,79,79,0.415872627,STRESSED
124,77,63,63,0.393102,SAD
136,80,83,83,0.416581,STRESSED
117,80,61,61,0.324317,HAPPY
123,77,60,60,0.343474,DEPRESSED
133,85,87,87,0.410333,STRESSED
125,77,68,68,0.338073,DEPRESSED
121,78,59,59,0.325251544,HAPPY
130,84,85,85,0.390918199,STRESSED
139,83,81,81,0.399335694,STRESSED
117,80,58,58,0.332091,HAPPY
120,81,58,58,0.331664443,HAPPY
147,90,93,93,0.355283,ANGRY
129,78,65,65,0.313426,DEPRESSED
129,80,72,72,0.390103,SAD
136,83,80,80,0.412876928,STRESSED
129,78,66,66,0.330068,DEPRESSED
119,79,65,65,0.33498662,HAPPY
131,85,87,87,0.408885535,STRESSED
158,99,102,102,0.374853,ANGRY
125,82,66,66,0.307658,DEPRESSED
130,82,82,82,0.394801,STRESSED
125,80,62,62,0.374675,SAD
116,78,61,61,0.320955,HAPPY
136,84,82,82,0.404605162,STRESSED
132,81,85,85,0.396141,STRESSED
121,79,58,58,0.325110722,HAPPY
131,82,86,86,0.407916,STRESSED
122,82,61,61,0.314565,DEPRESSED
126,80,68,68,0.347811,DEPRESSED
125,80,61,61,0.394904,SAD
173,100,115,115,0.366285,ANGRY
120,79,69,69,0.327598051,HAPPY
130,81,85,85,0.418482994,STRESSED
178,86,107,107,0.352032,ANGRY
119,80,59,59,0.333417,HAPPY
154,86,86,86,0.383652,ANGRY
120,81,61,61,0.383695,SAD
125,79,67,67,0.334014,DEPRESSED
142,86,109,109,0.380697,ANGRY
129,77,69,69,0.372084,SAD
116,78,68,68,0.337078718,HAPPY
150,86,105,105,0.380186,ANGRY
140,84,78,78,0.391609746,STRESSED
126,79,67,67,0.300813,DEPRESSED
120,79,57,57,0.324621,HAPPY
115,78,61,61,0.322093,HAPPY
117,81,66,66,0.328196276,HAPPY
140,87,82,82,0.390468,STRESSED
129,78,62,62,0.324005,DEPRESSED
124,78,65,65,0.342653,DEPRESSED
130,88,84,84,0.40642244,STRESSED
124,79,62,62,0.347773,DEPRESSED
122,79,64,64,0.339182,DEPRESSED
131,87,82,82,0.416651,STRESSED
119,78,69,69,0.322805,HAPPY
124,78,62,62,0.315839,DEPRESSED
132,86,79,79,0.392398497,STRESSED
130,79,68,68,0.389231,SAD
129,78,72,72,0.381719,SAD
117,80,65,65,0.334135,HAPPY
116,78,63,63,0.329411,HAPPY
117,79,68,68,0.329066,HAPPY
127,77,71,71,0.388892,SAD
115,79,62,62,0.323680479,HAPPY
132,80,85,85,0.416394282,STRESSED
122,78,67,67,0.311913,DEPRESSED
132,81,81,81,0.418101,STRESSED
120,80,65,65,0.317842,DEPRESSED
125,77,66,66,0.377702,SAD
125,79,63,63,0.310441,DEPRESSED
131,82,84,84,0.390799127,STRESSED
129,78,65,65,0.315603,DEPRESSED
166,89,84,84,0.394975,ANGRY
135,89,85,85,0.411047183,STRESSED
119,81,69,69,0.324572,HAPPY
118,81,60,60,0.321968,HAPPY
132,88,84,84,0.403365,STRESSED
134,86,81,81,0.416799571,STRESSED
121,79,62,62,0.326908455,HAPPY
116,79,61,61,0.326694046,HAPPY
121,81,66,66,0.325297,HAPPY
134,89,87,87,0.397692354,STRESSED
124,79,61,61,0.370414,SAD
137,86,85,85,0.40626,STRESSED
144,91,101,101,0.391867,ANGRY
140,81,83,83,0.400339,STRESSED
135,88,82,82,0.392106,STRESSED
136,87,79,79,0.390988,STRESSED
126,80,67,67,0.302799,DEPRESSED
125,78,60,60,0.375404,SAD
134,85,78,78,0.392447238,STRESSED
115,81,74,74,0.332371551,HAPPY
122,79,68,68,0.317792,DEPRESSED
134,87,79,79,0.406128,STRESSED
120,78,64,64,0.328329944,HAPPY
122,79,62,62,0.31694,DEPRESSED
130,78,71,71,0.385674,SAD
121,77,68,68,0.380875,SAD
136,88,81,81,0.418839694,STRESSED
128,81,67,67,0.321518,DEPRESSED
172,91,91,91,0.355262,ANGRY
120,78,74,74,0.32907581,HAPPY
125,79,67,67,0.310928,DEPRESSED
116,80,68,68,0.339888,HAPPY
130,78,65,65,0.376056,SAD
122,78,60,60,0.390126,SAD
147,89,99,99,0.363367,ANGRY
122,79,71,71,0.370323,SAD
119,79,74,74,0.32322,HAPPY
127,77,60,60,0.396777,SAD
140,88,83,83,0.397776,STRESSED
132,85,83,83,0.396595,STRESSED
130,84,86,86,0.409389,STRESSED
177,94,95,95,0.356349,ANGRY
172,97,89,89,0.391079,ANGRY
119,78,57,57,0.327717666,HAPPY
150,93,97,97,0.390221,ANGRY
119,79,74,74,0.320588,HAPPY
135,83,83,83,0.396318061,STRESSED
125,80,62,62,0.339711,DEPRESSED
121,80,69,69,0.399551,SAD
131,87,83,83,0.414676,STRESSED
115,80,58,58,0.320559911,HAPPY
125,78,66,66,0.315278,DEPRESSED
130,88,82,82,0.402364,STRESSED
168,99,84,84,0.391604,ANGRY
124,80,60,60,0.334794,DEPRESSED
155,94,90,90,0.366586,ANGRY
139,81,83,83,0.415186248,STRESSED
126,77,69,69,0.382239,SAD
121,79,65,65,0.319997,DEPRESSED
130,81,79,79,0.397714974,STRESSED
130,86,78,78,0.416662054,STRESSED
118,78,62,62,0.320588,HAPPY
120,81,71,71,0.335172,HAPPY
135,81,81,81,0.41874,STRESSED
136,82,78,78,0.405675,STRESSED
134,81,87,87,0.394699546,STRESSED
119,80,63,63,0.336326,HAPPY
123,81,68,68,0.330852,DEPRESSED
120,82,64,64,0.324094,DEPRESSED
121,80,71,71,0.386007,SAD
120,78,72,72,0.324235,HAPPY
161,95,110,110,0.399912,ANGRY
139,83,79,79,0.401434894,STRESSED
161,100,111,111,0.380719,ANGRY
137,80,83,83,0.406522,STRESSED
119,81,59,59,0.337097,HAPPY
134,89,80,80,0.408470677,STRESSED
116,79,58,58,0.331055,HAPPY
140,87,87,87,0.411666,STRESSED
144,90,106,106,0.374846,ANGRY
139,83,85,85,0.393629527,STRESSED
124,77,64,64,0.321841,DEPRESSED
162,99,103,103,0.388677,ANGRY
120,80,61,61,0.309134,DEPRESSED
131,82,87,87,0.390627,STRESSED
129,77,70,70,0.395447,SAD
131,80,80,80,0.39618,STRESSED
124,82,66,66,0.3479,DEPRESSED
137,87,86,86,0.400437,STRESSED
139,87,80,80,0.391967522,STRESSED
135,84,86,86,0.412984005,STRESSED
135,87,80,80,0.414791,STRESSED
164,94,90,90,0.399718,ANGRY
176,95,90,90,0.384942,ANGRY
140,100,93,93,0.360239,ANGRY
120,78,70,70,0.392485,SAD
138,89,78,78,0.411794,STRESSED
155,98,108,108,0.385492,ANGRY
123,81,72,72,0.373113,SAD
118,81,61,61,0.338896692,HAPPY
134,86,80,80,0.404425343,STRESSED
125,80,70,70,0.372794,SAD
118,79,68,68,0.323716,HAPPY
128,82,68,68,0.314475,DEPRESSED
129,78,62,62,0.373119,SAD
122,77,68,68,0.337358,DEPRESSED
123,78,62,62,0.312176,DEPRESSED
132,89,87,87,0.405823,STRESSED
116,79,64,64,0.320933,HAPPY
127,81,61,61,0.377811,SAD
129,78,71,71,0.391045,SAD
124,78,66,66,0.34932,DEPRESSED
130,87,84,84,0.390325377,STRESSED
118,80,67,67,0.321372,HAPPY
133,84,79,79,0.393841741,STRESSED
118,80,65,65,0.32875,HAPPY
128,78,66,66,0.337795,DEPRESSED
123,78,64,64,0.379457,SAD
119,80,64,64,0.336066,HAPPY
139,80,84,84,0.400707158,STRESSED
125,77,72,72,0.395117,SAD
135,83,78,78,0.404373,STRESSED
135,86,83,83,0.417864,STRESSED
127,82,61,61,0.334611,DEPRESSED
130,84,84,84,0.390994561,STRESSED
121,78,64,64,0.323186,HAPPY
121,78,68,68,0.331822,HAPPY
128,79,61,61,0.304746,DEPRESSED
124,82,67,67,0.320552,DEPRESSED
179,94,114,114,0.369074,ANGRY
130,86,83,83,0.404033,STRESSED
118,79,68,68,0.33676479,HAPPY
138,81,83,83,0.417212611,STRESSED
118,79,58,58,0.3205522,HAPPY
119,80,65,65,0.333426,HAPPY
